"Season","Team","W","L","G_p","GS","CG","ShO","SV","ER","HR_p","BB_p","K_p","pWAR","G_h","AB","PA","H","1B","2B","3B","HR_h","R","RBI","BB_h","K_h","SB","hWAR","Age","WAR","Wins"
1991,"Brewers",83,79,503,162,23,6,41,679,147,527,859,10.3,1604,5500,6186,1500,1095,241,53,111,788,730,543,779,105,18.3,27,28.6,83
1991,"Cardinals",80,74,464,162,9,0,51,553,104,425,782,14.5,2150,5362,6020,1366,1006,239,53,68,651,599,532,857,202,20.4,27,34.9,84
1991,"Cubs",64,72,473,135,12,2,40,563,98,483,846,14,2220,5362,5957,1365,960,225,26,154,682,640,431,837,122,18.1,27,32.1,77
1991,"Dodgers",85,66,445,162,15,7,30,457,86,443,957,20.3,2069,5292,6031,1345,1024,186,28,107,650,595,572,924,126,19.8,29.5,40.1,93
1991,"Giants",75,87,496,162,10,6,45,646,143,544,905,6.8,2228,5355,5975,1319,922,210,46,141,641,595,456,954,93,21.7,27.5,28.5,75
1991,"Indians",49,95,431,142,19,3,33,631,98,405,763,18.5,1282,4206,4638,1089,830,184,18,57,426,432,307,630,54,2.2,25,20.7,57
1991,"Mariners",83,79,545,162,10,5,48,617,136,628,1003,14.4,1849,5494,6237,1400,977,268,29,126,702,665,588,811,97,12.1,27,26.5,83
1991,"Mets",62,74,369,141,12,4,34,484,88,345,877,19.2,1919,4912,5571,1217,850,231,23,113,601,568,535,713,142,14.3,27.5,33.5,77
1991,"Orioles",64,93,510,162,8,2,42,735,144,495,834,13,1854,5604,6257,1421,966,256,29,170,686,660,528,974,50,22.3,27,35.3,67
1991,"Padres",81,75,475,156,14,4,46,535,132,435,897,16.6,1919,4754,5313,1188,873,180,33,102,551,521,423,929,93,19.5,28,36.1,84
1991,"Phillies",71,76,409,162,16,6,31,582,104,614,920,10,2197,5520,6132,1332,940,248,33,111,629,590,490,1026,92,12.3,27,22.3,78
1991,"Pirates",98,64,513,160,18,9,51,550,117,394,911,17,2125,5202,5995,1382,966,251,45,120,740,694,600,834,124,31.7,27,48.7,98
1991,"Rangers",83,68,524,147,9,4,40,673,137,635,969,9.5,1860,5287,5969,1428,969,271,29,159,771,708,557,970,102,22.2,27,31.7,85
1991,"Red Sox",84,78,477,162,15,4,44,632,144,518,987,16,1709,5468,6197,1468,1017,301,25,125,727,684,593,801,59,21.8,28,37.8,84
1991,"Reds",74,88,516,162,7,1,43,613,127,560,997,16.3,2086,5233,5834,1363,940,242,25,156,669,623,462,947,122,23.6,27,39.9,74
1991,"Royals",82,80,454,162,17,7,41,638,105,527,1001,19.5,1741,5170,5781,1364,946,269,38,111,681,632,479,898,117,13.7,27,33.2,82
1991,"Tigers",81,73,455,151,18,4,38,663,131,544,689,10.1,1792,5547,6359,1372,878,259,26,209,817,778,699,1185,109,29.8,30,39.9,84
1991,"Twins",95,67,453,162,21,6,53,595,139,488,876,15.4,1903,5556,6218,1557,1105,270,42,140,776,733,526,747,107,27.2,28,42.6,95
1991,"White Sox",87,75,500,162,28,5,40,624,154,601,923,10.8,1773,5380,6118,1416,1025,218,38,135,734,696,592,837,131,28.8,26,39.6,87
1991,"Yankees",71,89,535,159,3,2,37,697,147,500,931,15.6,1705,5541,6140,1418,1003,249,19,147,674,630,473,861,109,10.7,27,26.3,71
1992,"Angels",69,86,414,159,26,6,40,598,127,511,837,15.3,1719,5202,5740,1268,968,196,20,84,568,524,405,842,158,2.5,28,17.8,72
1992,"Astros",81,81,584,162,5,2,45,606,114,539,978,8,2332,5480,6163,1350,961,255,38,96,608,582,506,1025,139,20.8,26,28.8,81
1992,"Athletics",88,60,525,143,8,3,56,555,122,529,772,9.4,1638,4845,5653,1259,917,203,23,116,654,601,637,707,135,28,30,37.4,96
1992,"Blue Jays",90,63,415,155,18,5,49,597,120,505,888,17.1,1535,5262,5913,1397,959,245,39,154,737,689,536,871,127,28.5,27,45.6,96
1992,"Braves",91,62,436,162,26,14,37,468,78,445,896,20,2206,5442,6104,1382,977,222,47,136,680,633,492,916,126,25,26,45,98
1992,"Brewers",91,69,489,162,19,6,39,552,126,428,781,16.1,1644,5504,6183,1477,1088,272,35,82,740,683,511,779,256,19.5,27,35.6,92
1992,"Cardinals",79,68,533,147,10,1,47,482,109,348,757,12.1,2061,5573,6203,1463,1063,262,44,94,629,599,493,988,208,23,27,35.1,83
1992,"Cubs",74,75,512,142,16,5,37,495,100,525,850,11.2,2091,5181,5699,1321,978,206,38,99,554,525,384,725,75,14.7,26,25.9,78
1992,"Dodgers",63,99,515,162,18,11,29,545,82,553,981,16,2158,5084,5720,1266,974,190,33,69,526,471,480,836,139,7.3,30,23.3,63
1992,"Giants",69,85,516,151,9,5,30,544,121,462,879,9.5,2178,5185,5778,1258,918,209,33,98,549,502,419,1013,105,15,27,24.5,72
1992,"Indians",72,82,526,147,12,3,46,629,154,523,850,8.8,1565,5165,5705,1376,1018,211,22,125,627,600,421,804,120,19.5,26,28.3,76
1992,"Mariners",61,94,501,153,20,7,30,687,123,622,864,9.1,1711,5334,5921,1411,986,263,22,140,654,609,451,787,98,15,28,24.1,64
1992,"Mets",53,77,393,135,10,3,31,474,80,372,778,13.8,1976,4443,5040,1034,734,209,11,80,492,468,474,782,97,5.5,29,19.3,72
1992,"Orioles",83,62,410,145,19,9,48,554,112,474,792,16.4,1720,5468,6273,1420,993,243,36,148,703,680,646,821,89,25.4,27,41.8,89
1992,"Padres",67,68,457,134,9,6,46,500,95,383,860,15.8,2117,5443,6038,1389,970,254,30,135,616,576,451,853,68,23.7,28,39.5,82
1992,"Phillies",55,76,401,130,23,6,34,537,93,465,712,6.1,1893,5028,5639,1288,900,237,35,116,633,595,459,953,110,21.6,26,27.7,70
1992,"Pirates",86,60,477,140,20,9,40,491,96,403,766,10.2,2078,5010,5686,1279,880,255,46,98,631,602,516,752,103,23.2,27,33.4,96
1992,"Rangers",62,63,390,133,19,1,11,516,85,444,834,16.9,1712,4964,5608,1231,841,232,17,141,608,562,504,953,68,11.7,27,28.6,77
1992,"Red Sox",70,85,423,161,22,6,12,554,101,514,888,19.5,1645,5118,5815,1261,917,243,18,83,559,542,572,823,40,4.8,28,24.3,73
1992,"Reds",87,69,503,154,9,4,55,531,100,447,1033,21.5,2143,5361,6054,1389,970,278,44,97,649,595,557,877,125,20.9,28,42.4,90
1992,"Royals",60,74,409,139,7,3,44,491,86,410,700,13.7,1662,5399,5974,1382,989,279,39,75,595,560,432,714,125,7.2,26.5,20.9,72
1992,"Tigers",75,87,517,162,10,2,36,736,155,564,693,6,1623,5386,6150,1385,939,252,13,181,764,734,648,1021,53,26.1,28,32.1,75
1992,"Twins",80,66,458,135,14,6,50,523,103,433,837,18,1802,5549,6230,1538,1134,273,27,104,745,697,525,823,123,24.1,27,42.1,90
1992,"White Sox",86,76,454,162,21,3,52,623,123,550,810,13.1,1676,5371,6121,1406,1003,259,36,108,722,673,609,749,159,26.8,28,39.9,86
1992,"Yankees",64,69,380,133,17,3,44,523,100,484,745,13.4,1666,5593,6262,1462,1000,281,18,163,733,703,536,903,78,22.6,27,36,76
1993,"Angels",59,73,388,133,22,2,37,565,123,465,703,11.3,1664,5280,5965,1374,983,255,22,114,679,637,555,907,166,6.8,27,18.1,71
1993,"Astros",85,77,480,162,18,10,42,558,117,471,1050,17.8,1919,5330,5983,1425,979,278,36,132,697,637,482,877,101,28.2,27,46,85
1993,"Athletics",62,86,525,154,8,1,42,714,144,614,778,6.4,1543,4970,5599,1239,853,231,18,137,614,605,510,969,96,10.4,27,16.8,68
1993,"Blue Jays",95,66,502,161,11,4,50,668,134,611,1019,18.7,1419,4887,5537,1375,909,288,32,146,750,715,514,763,133,26.1,27,44.8,95
1993,"Braves",104,58,515,162,18,5,46,507,101,480,1036,25.9,2018,5260,5943,1365,966,221,28,150,708,657,526,895,124,27.2,27,53.1,104
1993,"Brewers",68,92,505,161,26,2,28,700,152,512,800,11.9,1657,5077,5713,1312,948,228,23,113,670,629,502,853,129,10,27,21.9,69
1993,"Cardinals",77,57,484,142,5,0,11,552,118,328,678,12.1,2288,5551,6279,1508,1094,262,34,118,758,724,588,882,153,24.3,27,36.4,87
1993,"Cubs",81,77,529,163,8,2,56,654,148,453,867,12.9,2152,5348,5907,1450,1029,245,31,145,704,662,416,853,97,25.7,27.5,38.6,84
1993,"Dodgers",81,81,505,162,17,6,36,569,103,566,1037,18.6,2100,5212,5839,1370,1009,217,28,116,618,586,451,849,93,10.3,28,28.9,81
1993,"Giants",95,52,552,142,4,2,50,536,145,416,921,12.3,2211,5532,6242,1530,1061,269,32,168,807,756,515,927,120,35.9,28,48.2,103
1993,"Indians",67,78,472,162,7,1,37,675,162,537,812,7.7,1594,5139,5727,1426,1028,241,29,128,727,672,440,729,147,18.7,26.5,26.4,76
1993,"Mariners",77,76,445,161,22,5,26,621,127,555,1025,18.3,1659,5161,5910,1350,908,260,24,158,697,653,586,846,84,21.6,27.5,39.9,82
1993,"Marlins",61,94,463,161,4,1,45,592,116,522,845,12.7,1908,4875,5433,1182,907,170,28,77,511,462,422,972,94,4.1,27,16.8,64
1993,"Mets",51,87,410,133,16,5,22,541,110,372,735,12.9,2067,5188,5762,1294,881,222,35,156,648,611,421,838,73,11.5,28,24.4,59
1993,"Orioles",85,77,491,162,21,6,42,693,153,579,900,14.2,1635,5343,6122,1420,972,275,24,149,753,720,634,901,72,26.2,27,40.4,85
1993,"Padres",42,65,308,126,4,2,23,452,94,386,583,7.2,1828,4457,4961,1122,788,198,23,113,552,490,349,847,77,2.8,25,10,61
1993,"Phillies",82,57,386,159,24,8,46,549,106,477,980,19.1,2102,5608,6441,1539,1042,291,50,156,871,804,659,1033,91,28.5,28,47.6,97
1993,"Pirates",72,86,506,162,12,4,15,749,149,474,802,8.5,2065,5345,6012,1424,1012,262,46,104,672,640,493,930,83,17,27,25.5,75
1993,"Rangers",80,70,452,154,20,3,43,616,132,490,877,14.8,1751,5479,6132,1461,961,283,39,178,830,773,480,978,113,19.7,28,34.5,86
1993,"Red Sox",80,82,551,162,9,5,44,614,127,552,997,19.9,1721,5140,5792,1376,939,305,26,106,643,609,467,794,67,17.1,27,37,80
1993,"Reds",59,79,416,140,7,2,34,594,134,398,806,11.4,2056,5083,5657,1341,952,240,24,125,663,618,416,940,137,12,27,23.4,73
1993,"Rockies",59,67,502,108,7,0,33,600,126,457,733,5.9,2175,5433,5979,1493,1014,278,59,142,755,697,385,918,145,10.4,27,16.3,67
1993,"Royals",82,76,416,162,16,3,48,620,102,553,945,21.2,1641,5241,5788,1383,962,276,34,111,638,595,412,861,100,9,28,30.2,84
1993,"Tigers",83,73,475,162,11,5,29,724,182,503,773,8.5,1588,5222,6049,1457,992,270,37,158,837,799,713,984,99,24.3,29,32.8,85
1993,"Twins",58,77,486,130,4,1,44,660,121,448,811,14.3,1659,5348,5930,1406,1020,245,23,118,662,619,475,816,77,4.3,26.5,18.6,71
1993,"White Sox",89,60,397,151,15,6,46,521,105,513,886,18.6,1645,5359,6116,1426,996,224,44,162,769,720,600,815,106,26.5,28,45.1,94
1993,"Yankees",82,69,401,159,11,4,34,654,159,506,811,10.8,1724,5615,6359,1568,1072,294,24,178,821,793,629,910,39,32.8,28.5,43.6,88
1994,"Angels",47,68,368,115,11,3,21,617,150,430,678,6.9,1178,3821,4313,1010,707,173,15,115,524,500,395,695,63,8.2,28,15.1,47
1994,"Astros",62,48,344,115,9,3,28,429,99,350,701,8.8,1490,3924,4468,1092,696,252,25,119,597,570,393,713,122,26.2,27,35,66
1994,"Athletics",51,63,415,114,12,3,23,524,125,501,728,7.5,1273,3845,4354,996,694,177,12,113,546,509,415,681,90,11.6,29,19.1,51
1994,"Blue Jays",55,58,302,115,13,4,26,512,121,455,807,12.5,1162,3962,4462,1064,709,210,30,115,566,534,387,691,79,7.8,27,20.3,55
1994,"Braves",68,46,348,114,16,4,26,397,73,372,855,20.5,1422,3415,3857,903,588,173,15,127,466,465,337,604,19,15.9,27,36.4,68
1994,"Brewers",53,62,367,115,11,1,23,532,127,421,577,7.9,1192,3914,4419,1025,676,230,21,98,537,505,407,667,59,10.6,28,18.5,53
1994,"Cardinals",49,58,395,115,7,3,27,568,127,342,607,3.5,1475,3845,4393,1016,674,208,27,107,532,504,434,668,76,18.6,28,22.1,53
1994,"Cubs",49,64,395,113,5,1,27,506,119,391,713,7.8,1606,3918,4386,1015,691,189,26,109,500,464,364,750,69,10.7,28,18.5,49
1994,"Dodgers",58,56,348,114,14,4,20,466,89,350,727,11.9,1467,3904,4371,1055,751,160,29,115,532,505,366,687,74,10.3,27,22.2,58
1994,"Giants",55,60,401,115,2,0,33,453,121,372,655,6.1,1528,3869,4364,963,649,159,32,123,504,472,364,719,114,14.7,29,20.8,55
1994,"Indians",64,41,284,109,17,5,12,451,85,358,632,15.2,1189,4022,4493,1165,738,240,20,167,679,647,382,629,131,19.6,27,34.8,66
1994,"Mariners",47,62,348,111,13,4,21,528,104,473,744,11.8,1204,3883,4361,1045,663,211,18,153,569,549,372,652,48,13.2,27,25,49
1994,"Marlins",51,64,415,115,5,3,30,508,120,428,649,4,1542,3874,4330,1034,741,177,23,93,464,449,344,728,65,14.2,27,18.2,51
1994,"Mets",53,54,310,113,7,2,34,452,111,312,614,9.4,1496,3869,4348,966,664,164,21,117,506,477,336,807,25,7.1,28,16.5,55
1994,"Orioles",63,49,346,112,13,3,37,478,131,351,666,12,1099,3782,4306,1024,686,183,19,136,577,545,433,638,69,20.7,29,32.7,63
1994,"Padres",40,66,335,110,7,3,26,425,92,359,793,14.5,1552,3888,4332,1068,772,188,18,90,468,435,313,740,77,2.6,26,17.1,47
1994,"Phillies",45,52,307,100,6,1,29,363,79,329,616,10.5,1361,3504,3970,916,625,191,27,73,470,435,364,657,56,7.2,27,17.7,54
1994,"Pirates",53,61,394,114,8,1,24,512,116,362,648,6.1,1469,3603,4020,938,666,181,22,69,437,386,333,668,52,9.8,27,15.9,53
1994,"Rangers",52,62,415,114,10,3,26,620,157,394,683,6.9,1156,3983,4531,1114,765,198,27,124,613,582,437,730,82,9.5,29,16.4,52
1994,"Red Sox",46,47,323,107,6,1,16,459,98,377,621,10.8,1021,3346,3784,901,590,192,15,104,487,445,349,601,77,10.4,27,21.2,54
1994,"Reds",66,48,376,115,6,2,27,436,117,339,799,13.2,1411,3426,3882,975,649,187,30,109,518,510,343,636,89,19.4,28,32.6,66
1994,"Rockies",50,63,431,116,4,1,27,576,119,438,688,6.1,1604,4006,4493,1098,728,206,39,125,573,540,378,761,91,6.1,28,12.2,53
1994,"Royals",64,51,362,115,5,3,38,486,95,392,717,16.2,1144,3911,4391,1051,702,211,38,100,574,538,376,698,140,8.1,28,24.3,64
1994,"Tigers",52,60,317,113,15,1,17,571,144,412,519,4.8,1190,3932,4550,1043,642,215,25,161,652,621,519,893,46,13.2,29.5,18,53
1994,"Twins",52,57,352,113,6,2,28,603,142,376,584,6.3,1201,3952,4409,1092,727,239,23,103,594,556,359,635,94,11.9,26,18.2,53
1994,"White Sox",67,46,343,113,13,6,20,437,115,361,740,14.9,1157,3830,4433,1112,783,171,38,120,620,593,492,546,77,23.6,30,38.5,67
1994,"Yankees",69,40,322,113,8,0,31,472,114,386,631,12.3,1183,3972,4597,1151,759,238,16,138,668,629,530,657,55,23.5,30,35.8,70
1995,"Angels",67,56,441,118,6,2,41,526,134,404,769,13.6,1493,4915,5574,1369,909,249,25,186,792,755,555,873,57,23,28,36.6,78
1995,"Astros",75,67,478,144,6,4,24,572,115,433,1010,14.6,1840,4353,5013,1218,892,221,17,88,648,582,487,868,169,21.1,28,35.7,76
1995,"Athletics",57,69,415,132,8,2,32,636,133,503,831,11.1,1423,4438,5081,1169,801,199,18,151,663,624,512,818,108,14.6,27,25.7,67
1995,"Blue Jays",46,74,379,116,10,1,22,597,120,589,756,8.8,1416,4876,5460,1266,844,262,27,133,620,588,467,861,74,5.4,26,14.2,56
1995,"Braves",89,51,436,143,18,6,33,466,100,416,1051,24.7,1827,4597,5234,1157,772,196,27,162,625,596,508,891,68,18,27,42.7,90
1995,"Brewers",64,78,442,144,7,0,31,678,145,581,687,7.7,1580,4887,5512,1301,887,246,41,127,725,691,497,782,105,11.8,27,19.5,65
1995,"Cardinals",48,66,454,108,3,2,38,455,109,360,711,7.3,1823,4390,4917,1097,754,223,22,98,525,481,405,828,76,13.3,29,20.6,62
1995,"Cubs",69,66,499,140,6,4,44,543,152,479,868,8.9,1629,3901,4326,1058,689,214,35,120,551,518,311,746,98,17.1,28,26,73
1995,"Dodgers",71,58,407,127,16,9,37,450,107,404,945,15.4,1740,3964,4468,1039,725,157,24,133,513,503,399,884,81,18.2,26,33.6,78
1995,"Giants",58,67,452,126,11,1,34,605,151,433,681,1.3,1832,4398,4967,1109,731,207,25,146,574,573,433,970,108,23.6,28,24.9,67
1995,"Indians",96,43,453,133,9,4,50,508,126,401,865,19,1508,5006,5657,1461,952,279,23,207,838,803,537,762,132,28.1,28,47.1,100
1995,"Mariners",64,41,347,107,7,3,24,458,100,418,838,16.8,1472,4677,5318,1293,838,261,18,176,747,738,520,805,93,22.1,27.5,38.9,79
1995,"Marlins",59,61,467,115,11,5,29,508,118,460,815,7.2,1880,4869,5552,1272,886,213,29,144,672,635,517,912,131,19.4,28,26.6,67
1995,"Mets",59,55,364,113,6,1,36,430,103,325,745,12.6,1624,4030,4517,1046,753,171,22,100,519,516,340,859,29,11.1,26,23.7,69
1995,"Orioles",57,57,397,116,12,5,28,496,123,425,787,13.6,1435,4455,5103,1169,773,215,23,158,640,606,536,739,89,19.7,27,33.3,71
1995,"Padres",64,66,427,125,5,4,34,514,125,447,872,9.8,1941,4747,5305,1290,939,222,19,110,641,592,428,835,123,9.6,26,19.4,70
1995,"Phillies",59,66,400,133,8,3,40,534,112,480,839,9.9,1554,3836,4329,1006,718,200,23,65,450,445,358,642,55,11.4,27,21.3,69
1995,"Pirates",57,84,515,141,11,3,29,646,125,464,855,11.3,1949,4704,5244,1227,854,236,27,110,604,554,433,910,84,5.8,27,17.1,58
1995,"Rangers",69,62,402,129,13,3,32,588,130,470,730,12.6,1418,4630,5240,1248,857,235,24,132,654,624,491,827,81,13.4,28,26,74
1995,"Red Sox",76,50,374,137,7,2,18,523,105,410,739,16.1,1413,4728,5417,1347,867,279,29,172,758,730,534,866,97,30.6,28,46.7,86
1995,"Reds",66,44,414,101,4,1,38,456,107,327,738,11.2,1898,4495,5115,1225,772,266,31,156,688,657,483,881,163,27.4,28,38.6,85
1995,"Rockies",73,63,562,129,1,0,43,633,143,465,835,14.2,2069,4961,5609,1401,902,257,42,200,783,747,481,932,125,12.3,29,26.5,77
1995,"Royals",62,64,399,125,10,3,34,560,120,438,684,13.4,1523,4278,4847,1108,758,213,30,107,563,527,427,750,92,11.5,27,24.9,70
1995,"Tigers",47,73,397,111,2,1,18,653,138,431,573,5,1449,4567,5190,1129,741,214,27,147,613,573,511,913,67,4.6,26,9.6,60
1995,"Twins",34,54,341,77,4,1,15,505,136,352,479,-0.5,1538,4951,5527,1386,966,267,33,120,693,658,467,898,105,14.6,26.5,14.1,56
1995,"White Sox",57,68,438,128,9,2,35,595,141,526,772,7.2,1407,4571,5220,1277,885,226,34,132,678,640,525,677,101,18.9,27,26.1,68
1995,"Yankees",70,63,420,132,17,3,35,602,145,478,808,11.9,1310,4265,4913,1200,820,243,31,106,649,618,540,720,39,22.9,29,34.8,79
1996,"Angels",64,89,465,161,12,3,37,801,208,618,991,10.7,1569,5132,5711,1429,999,235,24,171,700,652,482,878,52,14.2,27,24.9,70
1996,"Astros",73,68,419,152,13,3,29,597,128,466,1014,12.1,2019,5160,5858,1372,936,286,27,123,713,676,503,951,179,21.5,28,33.6,82
1996,"Athletics",77,79,552,156,7,3,33,788,192,611,847,9.2,1834,5630,6402,1492,945,283,21,243,861,823,640,1114,58,17.4,27,26.6,78
1996,"Blue Jays",71,83,411,160,19,5,34,674,169,577,970,16.8,1497,5009,5648,1293,826,273,31,163,670,643,490,987,99,10.8,27,27.6,74
1996,"Braves",90,59,531,145,13,3,46,500,104,398,1165,29.2,2038,5250,5887,1434,968,251,26,189,732,687,492,942,78,25.7,27,54.9,96
1996,"Brewers",63,63,388,139,6,1,39,678,169,502,684,7.5,1471,4454,5034,1227,824,240,37,126,707,639,470,759,85,13.6,27,21.1,80
1996,"Cardinals",81,64,521,142,13,5,43,552,154,475,952,11.1,2214,5400,6064,1444,993,278,31,142,755,707,494,1061,149,24.8,28.5,35.9,88
1996,"Cubs",74,84,572,162,10,5,32,687,180,539,1001,9.1,2286,5416,6106,1349,897,260,19,173,754,706,515,1072,105,21,28,30.1,76
1996,"Dodgers",90,70,513,162,6,4,50,540,120,512,1171,20.7,2001,5018,5606,1277,907,196,31,143,644,617,461,1114,117,13.7,27,34.4,90
1996,"Giants",55,79,469,137,8,1,35,630,155,473,799,4.2,1938,4710,5386,1198,845,205,17,131,660,584,536,1024,111,17.4,27,21.6,68
1996,"Indians",93,61,488,159,13,3,46,667,161,459,986,22.3,1213,4159,4800,1243,794,252,18,179,754,707,546,657,144,28.9,28.5,51.2,99
1996,"Mariners",74,69,530,138,4,2,34,753,196,547,923,9.1,1485,4900,5639,1427,884,307,16,220,877,847,581,929,76,33.7,27,42.8,85
1996,"Marlins",63,64,449,117,7,4,37,465,76,476,796,13.3,2131,5061,5718,1302,912,219,29,142,654,590,524,1042,98,20.6,26,33.9,80
1996,"Mets",71,91,475,162,10,3,41,660,154,519,973,11.2,1976,4703,5222,1251,857,225,38,131,630,599,387,934,84,22.3,26.5,33.5,71
1996,"Orioles",82,66,500,151,13,1,44,777,194,550,1002,15.4,1471,4993,5718,1387,861,264,27,235,847,820,580,805,68,24.4,27.5,39.8,88
1996,"Padres",88,68,510,162,5,1,47,586,135,471,1124,20.2,1789,4425,5049,1193,819,237,21,116,644,569,491,779,96,19.2,28,39.4,91
1996,"Phillies",56,87,480,140,9,3,42,614,137,469,957,12.4,1711,4381,4895,1138,814,205,35,84,511,449,391,789,97,9.9,26,22.3,67
1996,"Pirates",50,71,527,108,3,2,37,620,146,404,813,5.1,1975,4809,5377,1298,880,272,29,117,681,626,437,803,115,10.1,26,15.2,73
1996,"Rangers",83,64,446,151,18,4,43,676,152,528,862,16.7,1706,5702,6494,1622,1046,323,32,221,928,890,660,1041,83,27,30,43.7,90
1996,"Red Sox",68,69,435,152,17,3,34,717,153,643,1021,14.4,1584,5192,5901,1489,981,281,28,199,844,827,574,896,79,18.3,27,32.7,85
1996,"Reds",72,73,502,152,6,5,50,617,147,524,994,12,2198,5211,5918,1331,876,242,36,177,738,694,556,1079,171,15.3,28,27.3,81
1996,"Rockies",76,70,583,139,5,1,34,798,177,567,861,8.6,2218,5428,6145,1570,1032,287,36,215,930,878,504,1060,198,17.4,28,26,83
1996,"Royals",74,83,443,160,17,5,35,692,163,438,884,21.3,1753,5542,6229,1477,1030,286,38,123,746,689,529,943,195,6.4,27,27.7,75
1996,"Tigers",38,87,439,127,9,3,14,765,176,610,754,4.2,1197,3661,4079,952,621,174,17,140,518,488,338,897,55,2.22044604925031e-16,25.5,4.2,53
1996,"Twins",69,74,478,140,13,3,31,723,197,500,835,8.2,1648,5251,5900,1531,1073,306,47,105,806,759,505,856,137,19.6,26,27.8,78
1996,"White Sox",82,74,532,156,7,1,42,707,169,596,1023,17.5,1729,5495,6334,1548,1043,280,33,192,888,847,694,903,104,25,28,42.5,85
1996,"Yankees",88,63,475,155,6,2,52,646,129,533,1030,22.2,1405,4646,5312,1365,971,243,23,128,742,679,540,730,88,19.5,31,41.7,92
1997,"Angels",74,70,504,150,8,3,36,675,187,536,952,9.8,1518,4392,4949,1231,848,226,22,135,653,633,444,701,99,19.8,28,29.6,84
1997,"Astros",84,78,516,162,16,7,37,595,134,511,1138,16.5,2092,5291,6125,1370,903,300,38,129,741,701,616,1045,160,30.1,28,46.6,84
1997,"Athletics",56,91,590,157,2,0,35,820,177,590,898,6.2,1850,4916,5588,1253,850,236,22,145,668,585,547,1015,67,7.4,26,13.6,65
1997,"Blue Jays",72,80,414,159,19,7,22,586,155,455,1043,20.2,1574,4519,5034,1103,687,247,38,131,536,542,389,932,76,6.5,28,26.7,76
1997,"Braves",99,59,516,162,21,10,37,508,109,434,1190,28.8,2163,5451,6233,1471,999,264,37,171,786,741,594,1142,107,31.8,26.5,60.6,101
1997,"Brewers",76,82,522,158,6,3,44,661,175,530,1006,14.3,1991,5176,5785,1353,916,281,27,129,649,609,459,905,93,12.8,27,27.1,78
1997,"Cardinals",67,77,486,153,5,0,39,563,112,481,1042,19.9,1999,5123,5728,1314,906,254,39,115,628,586,479,1075,161,18.3,27,38.2,73
1997,"Cubs",47,60,418,109,3,2,20,478,131,406,742,6,1856,4096,4578,1088,751,204,27,106,521,533,360,777,62,12.2,26,18.2,68
1997,"Dodgers",81,65,548,138,4,0,45,518,148,499,1117,12.2,2014,5069,5681,1364,938,228,28,170,674,656,460,999,103,18.9,27,31.1,88
1997,"Giants",78,56,544,128,5,3,41,557,125,462,807,8.6,2053,4986,5744,1311,872,250,35,154,740,690,602,986,121,26.1,28,34.7,90
1997,"Indians",78,64,516,140,4,1,39,627,145,492,909,12.2,1757,5072,5752,1458,948,280,21,209,788,765,558,838,106,30.4,30,42.6,86
1997,"Mariners",81,48,413,132,9,3,25,580,147,464,1004,15.1,1800,5291,6036,1485,929,292,20,244,876,828,606,1042,86,31.3,29,46.4,90
1997,"Marlins",82,56,463,135,11,3,38,494,101,509,1030,15.6,2064,5249,6079,1369,948,263,26,132,715,679,664,1033,113,21.7,27,37.3,92
1997,"Mets",80,63,451,135,6,3,45,510,127,407,845,12.1,2061,4920,5575,1291,880,250,17,144,684,685,493,929,68,21.1,28,33.2,88
1997,"Orioles",98,63,548,157,8,4,57,600,152,547,1110,20.7,1828,5012,5689,1347,906,242,22,177,731,705,521,832,62,23.8,29.5,44.5,98
1997,"Padres",70,70,535,140,4,0,43,700,150,532,965,7.4,1979,5132,5797,1393,975,258,16,144,718,709,517,1037,109,10.3,28,17.7,76
1997,"Phillies",67,92,546,162,13,3,35,760,169,605,1193,12.1,1992,4894,5482,1235,852,257,24,102,588,544,436,928,84,5.3,27,17.4,68
1997,"Pirates",79,83,594,162,6,2,41,672,138,543,1067,14.7,2111,5237,5908,1370,927,276,49,118,688,651,463,1100,156,6.6,26,21.3,79
1997,"Rangers",67,68,464,130,8,1,33,614,147,439,771,12,1727,5001,5528,1387,916,273,25,173,710,687,426,973,54,16.4,28,28.4,77
1997,"Red Sox",75,73,501,162,7,3,23,730,142,549,927,13.2,1768,5518,6115,1605,1046,356,32,171,805,756,475,992,68,27.1,27,40.3,78
1997,"Reds",66,72,491,140,5,0,48,566,143,469,985,11.8,2127,5066,5685,1279,886,247,21,125,592,563,475,1011,181,9.1,28,20.9,76
1997,"Rockies",72,74,556,140,9,3,38,748,168,518,748,8.9,2091,5094,5744,1475,968,240,34,233,845,822,504,1004,105,18.3,29,27.2,83
1997,"Royals",57,73,396,150,10,2,28,631,161,445,813,12.3,1634,4635,5245,1206,819,216,27,144,618,616,499,888,80,16.3,26.5,28.6,67
1997,"Tigers",64,57,488,111,8,1,42,515,126,404,740,13.2,1692,5166,5838,1344,888,258,26,172,747,705,548,1095,154,9.4,26,22.6,79
1997,"Twins",67,91,529,154,10,3,30,742,175,459,877,12.7,1707,4875,5448,1313,904,259,36,114,666,618,450,983,141,13,26,25.7,68
1997,"White Sox",58,61,397,122,3,0,21,598,133,441,677,6,1602,4526,5105,1233,849,222,26,136,659,614,460,740,88,14.5,26,20.5,80
1997,"Yankees",96,64,519,162,11,3,51,615,143,521,1159,23.7,1559,4978,5707,1429,987,276,22,144,786,756,614,820,85,22.5,30,46.2,96
